token	section	subcategory	specific	suppress
suite included consists of 18 zincographs on red wove paper	Paper + parchment	Paper	Wove paper	false
suite is in a wrapper in a blue cloth-covered folder	Textiles + fiber	Other woven textiles	Cloth	false
suite is presented in a bordeaux cloth covered folder with paper printed with color reproductions of drawings pasted to the front and back	Ink + drawing	Drawing	""	false
suite of 11 woodcuts in red ink	Ink + drawing	Ink	""	false
suite of 12 lithographs on china paper	Prints	Lithograph	""	false
suite of 13 etchings included	Prints	Etching	""	false
suite of 14 etchings (some drypoint) on arches laid paper	Prints	Drypoint	""	false
suite of 15 sepia images on chine	Other	""	""	false
suite of 16 etchings and lithographs on japan hosho paper	Prints	Lithograph	""	false
suite of 21 woodcuts on yellowing	Prints	Woodcut	""	false
suite of 5 rejected lithographs (some color) on arches wove paper	Prints	Lithograph	""	false
suite of 50 working proofs on arches laid paper (total illustrations 118)	Paper + parchment	Paper	Laid paper	false
suite of 79 woodcuts on japan nacré paper	Prints	Woodcut	""	false
suite of 8 lithographs	Prints	Lithograph	""	false
suite of 8 lithographs with a japan nacré folder	Prints	Lithograph	""	false
suite of 86 woodcuts (43 in black on japan yellow paper	Prints	Woodcut	""	false
suite of 9 lithographs on rives wove paper	Prints	Lithograph	""	false
suite of 92 leaves of color woodcuts on lafuma navarre madagascar paper duplicating the illustrations in the text	Prints	Woodcut	""	false
suite of four lithographs	Prints	Lithograph	""	false
suite of six lithographs on rives bfk paper encased in green cloth-covered folio	Prints	Lithograph	""	false
suite with 10 engravings on copper plate (color) with embossing on japan imperial paper	Prints	Engraving	""	false
suite with 16 reproductions of drawings	Ink + drawing	Drawing	""	false
suite with three woodblock prints printed on magnani italian mouldmade paper	Prints	Woodcut	""	false
sulfur-crested cockatoo (cacatua galerita)	Other	""	""	false
sulphur tint	Other	""	""	false
sumak)	Other	""	""	false
sumi and colors on paper	Paper + parchment	Paper	""	false
sumi and gold on hatome paper	Metal	Gold	""	false
sumi black ink on paper	Ink + drawing	Ink	""	false
sumi brush and black ink	Ink + drawing	Ink	""	false
sumi brush and colored wash drawing	Ink + drawing	Drawing	""	false
sumi ink	Ink + drawing	Ink	""	false
sumi ink and acrylic paint on paper	Paint + pigment	Acrylic	""	false
sumi ink and folded paper on stretched canvas	Ink + drawing	Ink	""	false
sumi ink and paper collage	Ink + drawing	Ink	""	false
sumi ink and slight color on paper	Ink + drawing	Ink	""	false
sumi ink and tempera on japanese paper	Ink + drawing	Ink	""	false
sumi ink and watercolor	Ink + drawing	Ink	""	false
sumi ink on fan shaped paper	Ink + drawing	Ink	""	false
sumi ink on kizuki hosho-iwano handmade paper	Ink + drawing	Ink	""	false
sumi ink on paper	Ink + drawing	Ink	""	false
sumi ink on washi paper	Ink + drawing	Ink	""	false
sumi on paper	Paper + parchment	Paper	""	false
sun	Other	""	""	false
suplementary weft	Other	""	""	false
supplemantery-weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary patterning	Other	""	""	false
supplementary patterning?	Other	""	""	false
supplementary warp	Other	""	""	false
supplementary warp weave	Textiles + fiber	Weaving	""	false
supplementary weft float (dog's hair)	Organic	Hair, fur + feather	Hair	false
supplementary weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary weft patterning (borders)	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary weft patterning and embroidery	Textiles + fiber	Embroidery	""	false
supplementary weft weave	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary weft wrapping	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary weft-patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary weft-wrapping (soumak	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary- weft and warp patterning	Other	""	""	false
supplementary-warp patterning	Other	""	""	false
supplementary-warp patterning on a warp-faced plain-weave ground	Textiles + fiber	Weaving	""	false
supplementary-weft brocading	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterining	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft pattern	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft pattern trim	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning (brocade)	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning (discontinuous wefts)	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning (kinran)	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning with continuos and discontinuous wefts	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft patterning?	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft weave	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementary-weft weaving	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplementray-weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
supplentary-weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
suppplementary-weft patterning	Textiles + fiber	Weaving	Supplementary-weft patterning	false
swamp grasses	Other	""	""	false
swarovski crystals	Glass	""	Crystal	false
sweet grass	Other	""	""	false
switches and an assortment of human-made erosion rocks.	Other	""	""	false
sycamore	Other	""	""	false
sycamore with chainsaw patination	Other	""	""	false
sycamore wood	Organic	Wood + plant	Wood	false
symetrical knot	Other	""	""	false
symmetrical knot	Other	""	""	false
synethetic	Other	""	""	false
synthetic	Inorganic	Synthetic	""	false
synthetic and human hair	Organic	Hair, fur + feather	Human hair	false
synthetic and metallic fibers	Inorganic	Synthetic	""	false
synthetic and metallic foil complex weave	Textiles + fiber	Weaving	Complex weave	false
synthetic and metallic lace	Textiles + fiber	Lace	""	false
synthetic and wool blend satin weave	Textiles + fiber	Other woven textiles	Satin	false
synthetic cashmere	Textiles + fiber	Wool	Cashmere	false
synthetic commericial panné velvet	Textiles + fiber	Other woven textiles	Velvet	false
synthetic cord	Textiles + fiber	Yarn + thread	Cord	false
synthetic corduroy	Inorganic	Synthetic	""	false
synthetic damask	Inorganic	Synthetic	""	false
synthetic embossed plain weave	Inorganic	Synthetic	""	false
synthetic faille	Inorganic	Synthetic	""	false
synthetic fiber	Textiles + fiber	Fiber	""	false
synthetic fibers	Textiles + fiber	Fiber	""	false
synthetic fur (probably acrylic)	Paint + pigment	Acrylic	""	false
synthetic gauze with supplementary weft patterning	Textiles + fiber	Other woven textiles	Gauze	false
synthetic gemstones	Inorganic	Synthetic	""	false
synthetic grosgrain ribbon	Textiles + fiber	Trimmings	Grosgrain	false
synthetic horsehair	Organic	Hair, fur + feather	Horsehair	false
synthetic horsehair appliqué	Organic	Hair, fur + feather	Horsehair	false
synthetic knit	Inorganic	Synthetic	""	false
synthetic knit (jersey)	Inorganic	Synthetic	""	false
synthetic knit in blue	Inorganic	Synthetic	""	false
synthetic lace	Textiles + fiber	Lace	""	false
synthetic lace with beading	Textiles + fiber	Lace	""	false
synthetic lace with horsehair	Textiles + fiber	Lace	""	false
synthetic leather	Organic	Leather + hide	Leather	false
synthetic lining	Inorganic	Synthetic	""	false
synthetic machine lace with faceted glass beads	Textiles + fiber	Trimmings	Bead	false
synthetic matelasse	Inorganic	Synthetic	""	false
synthetic matelassé	Inorganic	Synthetic	""	false
synthetic material and embroidery	Textiles + fiber	Embroidery	""	false
synthetic metal strip plain weave	Metal	""	""	false
synthetic metal thread plain weave with supplementary-weft and supplementary-warp patterning	Textiles + fiber	Yarn + thread	Thread	false
synthetic metallic cord	Textiles + fiber	Yarn + thread	Cord	false
synthetic net	Textiles + fiber	Other woven textiles	Net	false
synthetic net lace	Textiles + fiber	Lace	""	false
synthetic net with appliquéd silk and synthetic metal-wrapped silk embroidery (chain	Textiles + fiber	Embroidery	""	false
synthetic net with cotton machine lace	Textiles + fiber	Cotton	""	false
synthetic net with embroidery	Textiles + fiber	Embroidery	""	false
synthetic net with synthetic machine embroidery	Textiles + fiber	Embroidery	""	false
synthetic pile weave	Inorganic	Synthetic	""	false
synthetic plain weave	Inorganic	Synthetic	""	false
synthetic plain weave lining	Inorganic	Synthetic	""	false
synthetic plain weave with plastic sequins	Textiles + fiber	Trimmings	Sequin	false
synthetic plain weave with synthetic plain weave supplementary weft-patterning	Inorganic	Synthetic	""	false
synthetic plush with metallic embroidery and net	Textiles + fiber	Embroidery	""	false
synthetic polymer paint on canvas	Paint + pigment	Paint	""	false
synthetic rope	Inorganic	Synthetic	""	false
synthetic satin	Textiles + fiber	Other woven textiles	Satin	false
synthetic satin (b-d)	Textiles + fiber	Other woven textiles	Satin	false
synthetic satin with synthetic metal foil supplementary weft-patterning	Textiles + fiber	Other woven textiles	Satin	false
synthetic silk	Textiles + fiber	Silk	""	false
synthetic straw	Organic	Wood + plant	Straw	false
synthetic thread and metal strip damask	Textiles + fiber	Yarn + thread	Thread	false
synthetic tulle	Textiles + fiber	Other woven textiles	Tulle	false
synthetic twill	Inorganic	Synthetic	""	false
synthetic twill weave appliqué with couched metal-wrapped silk and silk embroidery (satin stitch)	Textiles + fiber	Embroidery	""	false
synthetic twill with synthetic and metallic thread supplementary weft-patterning	Textiles + fiber	Yarn + thread	Thread	false
synthetic velvet	Textiles + fiber	Other woven textiles	Velvet	false
synthetic voile	Inorganic	Synthetic	""	false
synthetic yarn	Textiles + fiber	Yarn + thread	Yarn	false
synthetic yarn velvet	Textiles + fiber	Other woven textiles	Velvet	false
synthetic yarn with metallic (?) flecks	Textiles + fiber	Yarn + thread	Yarn	false
synthetic yarns	Inorganic	Synthetic	""	false
synthetic-wrapped silk thread plain weave	Textiles + fiber	Yarn + thread	Thread	false
synthetic? jersey	Inorganic	Synthetic	""	false
syringe	Other	""	""	false
t weiss	Other	""	""	false
t.h. saunders mould-made paper. wilhelm kingspor schrift with zierschrift initials and trajanus antiqua types.	Paper + parchment	Paper	""	false
tabby	Other	""	""	false
tabby silk	Textiles + fiber	Silk	""	false
tablet weaving	Other	""	""	false
tack marks in corners of sheet.	Other	""	""	false
tacks	Other	""	""	false
taffeta	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta and brass	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta and lace	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta and net	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta and velvet	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta and wood	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta lining	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta logo lining	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta ribbon and paint	Paint + pigment	Paint	""	false
taffeta with gold couched embroidery and gold sequins	Textiles + fiber	Embroidery	""	false
taffeta with gold thread	Textiles + fiber	Other woven textiles	Taffeta	false
taffeta with silver buttons	Textiles + fiber	Other woven textiles	Taffeta	false
tambour combination lace	Textiles + fiber	Lace	""	false
tambour embroidered net	Textiles + fiber	Other woven textiles	Net	false
tambour embroidery on linen net	Textiles + fiber	Embroidery	""	false
tambour embroidery on net	Textiles + fiber	Embroidery	""	false
tambour lace on silk net	Textiles + fiber	Silk	Silk net	false
tan	Other	""	""	false
tan cotton twill	Textiles + fiber	Cotton	""	false
tan cut pile	Other	""	""	false
tan leather	Organic	Leather + hide	Leather	false
tan leather spine with gold lettering	Metal	Gold	""	false
tan linen	Textiles + fiber	Other woven textiles	Linen	false
tan linen with teal lining	Textiles + fiber	Other woven textiles	Linen	false
tan silk	Textiles + fiber	Silk	""	false
tan stone	Stone	""	""	false
tan synthetic (rayon or polyester)	Textiles + fiber	Other woven textiles	Polyester	false
tan wool	Textiles + fiber	Wool	""	false
tan wove paper	Paper + parchment	Paper	""	false
tanned leather strips	Organic	Leather + hide	Leather	false
tanned pigskin leather	Organic	Leather + hide	Leather	false
tapa	Other	""	""	false
tapa and paint	Paint + pigment	Paint	""	false
tapa cloth	Textiles + fiber	Other woven textiles	Tapa cloth	false
tapa cloth and acrylic paint mounted on hardboard	Paint + pigment	Acrylic	""	false
tape	Other	""	""	false
tape and needlepoint lace	Textiles + fiber	Lace	""	false
tape guipure bobbin lace	Textiles + fiber	Lace	Bobbin lace	false
tape guipure lace	Textiles + fiber	Lace	""	false
tape lace	Textiles + fiber	Lace	""	false
tape lace (bobbin made)	Textiles + fiber	Lace	""	false
tape lace (milanese and flanders)	Textiles + fiber	Lace	""	false
tape lace bobbin	Textiles + fiber	Lace	""	false
tape lace trim	Textiles + fiber	Lace	""	false
tape laces	Other	""	""	false
tapelace bobbin	Other	""	""	false
tapestery weave	Textiles + fiber	Weaving	""	false
tapestry	Textiles + fiber	Weaving	Tapestry	false
tapestry and brocade with gilt wood frame	Organic	Wood + plant	Wood	false
tapestry technique	Textiles + fiber	Weaving	Tapestry	false
tapestry weave	Textiles + fiber	Weaving	Tapestry weave	false
tapestry weave (interlocked)	Textiles + fiber	Weaving	Tapestry weave	false
tapestry weave (jacquard woven)	Textiles + fiber	Weaving	Tapestry weave	false
tapestry weave (kesi)	Textiles + fiber	Weaving	Tapestry weave	false
